place_id,loc_lat,loc_lon,point_number
57,55.521739,37.955876,1
57,55.520653,37.968304,2
57,55.511956,37.97177,3
58,55.904481,37.616273,0
58,55.919028,37.617247,1
58,55.919345,37.619529,2
58,55.906122,37.62558,3
59,55.876021,37.536755,0
59,55.887669,37.538728,1
59,55.884289,37.553214,2
59,55.874631,37.55185,3
60,55.643108,37.674752,0
60,55.64726,37.684444,1
60,55.655576,37.689781,2
60,55.638309,37.686074,3
61,55.598808,37.975436,0
61,55.611561,37.973085,1
61,55.60721,37.980636,2
61,55.602982,37.984102,3
62,55.938323,37.795854,0
62,55.943846,37.798439,1
62,55.947575,37.801641,2
62,55.939355,37.804126,3
63,55.905337,37.976715,0
63,55.922179,37.971879,1
63,55.918728,37.982012,2
63,55.90582,37.980104,3
64,55.887759,37.521219,0
64,55.903849,37.520019,1
64,55.904563,37.5275,2
64,55.886831,37.527177,3
65,55.8566,37.945915,0
65,55.867764,37.940556,1
65,55.866571,37.950876,2
65,55.864173,37.958854,3
66,55.657642,37.781763,0
66,55.665997,37.785778,1
66,55.666227,37.798618,2
66,55.659655,37.791478,3
67,55.556843,37.678785,0
67,55.574083,37.683271,1
67,55.574823,37.69365,2
67,55.562208,37.697484,3
68,55.62658,37.595093,0
68,55.633478,37.601185,1
68,55.639312,37.609997,2
68,55.627169,37.602366,3
69,55.689238,37.672107,0
69,55.702867,37.671697,1
69,55.707124,37.678853,2
69,55.68926,37.684511,3
70,55.974188,37.717423,0
70,55.990746,37.714982,1
70,55.990531,37.724513,2
70,55.974385,37.728792,3
71,55.579052,37.744418,0
71,55.58791,37.743698,1
71,55.591538,37.755905,2
71,55.580354,37.756869,3
72,55.818728,37.907696,0
72,55.824185,37.911455,1
72,55.830978,37.921981,2
72,55.816593,37.916905,3
73,55.825801,37.603968,0
73,55.840339,37.599857,1
73,55.834456,37.616568,2
73,55.825123,37.609089,3
74,55.620224,37.588886,0
74,55.627613,37.592302,1
74,55.624134,37.605788,2
74,55.613761,37.606773,3
75,55.956663,37.592326,0
75,55.96289,37.586371,1
75,55.970087,37.598528,2
75,55.953054,37.601698,3
76,55.55673,37.682075,0
76,55.568065,37.685067,1
76,55.569478,37.693287,2
76,55.558922,37.697924,3
77,55.613808,37.588552,0
77,55.622281,37.588801,1
77,55.626705,37.593681,2
77,55.61259,37.595994,3
78,55.928466,37.922103,0
78,55.93509,37.930022,1
78,55.939834,37.93257,2
78,55.927292,37.931551,3
79,55.975661,37.828884,0
79,55.984776,37.834251,1
79,55.984759,37.846148,2
79,55.974525,37.841703,3
80,55.856595,37.526268,0
80,55.865831,37.522274,1
80,55.861436,37.535952,2
80,55.856387,37.530133,3
81,55.859307,37.539771,0
81,55.867579,37.537675,1
81,55.873453,37.553797,2
81,55.859415,37.545483,3
82,55.725307,37.632389,0
82,55.72844,37.626991,1
82,55.734123,37.643373,2
82,55.723637,37.64131,3
83,55.509458,37.805112,0
83,55.517237,37.800356,1
83,55.516295,37.814938,2
83,55.513312,37.810044,3
84,55.684456,37.57698,0
84,55.697445,37.571631,1
84,55.698844,37.584665,2
84,55.682908,37.581384,3
85,55.889717,37.516729,0
85,55.896635,37.524719,1
85,55.903981,37.531819,2
85,55.88474,37.528414,3
86,55.78131,37.85797,0
86,55.792884,37.865358,1
86,55.794022,37.869943,2
86,55.780938,37.87363,3
87,55.777286,37.711697,0
87,55.786277,37.71488,1
87,55.78608,37.722179,2
87,55.777728,37.720663,3
88,55.527445,37.61633,0
88,55.542115,37.6175,1
88,55.539066,37.628083,2
88,55.531746,37.63431,3
89,55.713176,37.735741,0
89,55.721117,37.739018,1
89,55.727958,37.749196,2
89,55.712332,37.74538,3
90,55.617248,37.522672,0
90,55.633399,37.521182,1
90,55.629285,37.536386,2
90,55.625586,37.530699,3
91,55.691966,37.892257,0
91,55.701849,37.892887,1
91,55.692578,37.897395,2
91,55.685615,37.89584,3
92,55.963777,37.895857,0
92,55.973356,37.900636,1
92,55.970909,37.910321,2
92,55.964671,37.902274,3
93,55.808224,37.770503,0
93,55.819352,37.770036,1
93,55.816593,37.780771,2
93,55.802081,37.780575,3
94,55.682663,37.557461,0
94,55.690283,37.564992,1
94,55.689502,37.568402,2
94,55.681226,37.575713,3
95,55.589591,37.519969,0
95,55.60028,37.521266,1
95,55.601157,37.53566,2
95,55.588086,37.534039,3
96,55.669958,37.714121,0
96,55.67761,37.712382,1
96,55.680285,37.716745,2
96,55.668403,37.717605,3
97,55.60156,37.8101,0
97,55.610831,37.807848,1
97,55.615753,37.815393,2
97,55.608877,37.820464,3
98,55.879164,37.80676,0
98,55.884626,37.807999,1
98,55.884673,37.825522,2
98,55.871807,37.821428,3
99,55.773471,37.862634,0
99,55.778665,37.864195,1
99,55.778639,37.8681,2
99,55.769662,37.87299,3
100,55.87544,37.775277,0
100,55.8844,37.772412,1
100,55.882972,37.787365,2
100,55.870091,37.787727,3
101,55.680762,37.912991,0
101,55.683287,37.915166,1
101,55.690327,37.924015,2
101,55.672928,37.915524,3
102,55.619354,37.6951,0
102,55.628003,37.700972,1
102,55.629973,37.706889,2
102,55.625262,37.702291,3
103,55.577754,37.716702,0
103,55.593188,37.71864,1
103,55.591305,37.73401,2
103,55.580063,37.729251,3
104,55.841568,37.941542,0
104,55.849474,37.944479,1
104,55.852047,37.945958,2
104,55.8422,37.950775,3
105,55.586576,37.917249,0
105,55.604475,37.919202,1
105,55.596102,37.927817,2
105,55.592481,37.926951,3
106,55.834104,37.550561,0
106,55.848304,37.552936,1
106,55.844799,37.559018,2
106,55.838389,37.555777,3
107,55.611369,37.644681,0
107,55.619113,37.645471,1
107,55.618688,37.650331,2
107,55.610701,37.6499,3
108,55.643836,37.843781,0
108,55.646784,37.847331,1
108,55.652719,37.852475,2
108,55.641237,37.8572,3
109,55.777942,37.862057,0
109,55.78696,37.85797,1
109,55.783735,37.872609,2
109,55.773115,37.870575,3
110,55.862185,37.607982,0
110,55.874095,37.603846,1
110,55.87944,37.620808,2
110,55.864652,37.616331,3
111,55.631846,37.744943,0
111,55.643194,37.744294,1
111,55.634714,37.756819,2
111,55.627171,37.758804,3
112,55.666846,37.64086,0
112,55.672114,37.634089,1
112,55.678762,37.647982,2
112,55.666248,37.650842,3
113,55.861925,37.537955,0
113,55.867297,37.54053,1
113,55.874331,37.553006,2
113,55.857326,37.548025,3
114,55.594961,37.55747,0
114,55.606702,37.561299,1
114,55.609428,37.566787,2
114,55.598398,37.573044,3
115,55.644272,37.974059,0
115,55.652579,37.972666,1
115,55.653412,37.987523,2
115,55.649369,37.982996,3
116,55.850774,37.795503,0
116,55.856623,37.790964,1
116,55.853686,37.807406,2
116,55.843148,37.801961,3
117,55.681946,37.676837,0
117,55.694255,37.67097,1
117,55.697821,37.679375,2
117,55.681383,37.678639,3
118,55.839106,37.803386,0
118,55.849223,37.805093,1
118,55.846925,37.81185,2
118,55.835329,37.806738,3
119,55.565452,37.738745,0
119,55.57253,37.742285,1
119,55.575988,37.755504,2
119,55.561504,37.750122,3
120,55.828845,37.787589,0
120,55.839783,37.791862,1
120,55.841891,37.805868,2
120,55.826798,37.799804,3
121,55.664954,37.909734,0
121,55.675052,37.912416,1
121,55.668727,37.920572,2
121,55.66755,37.92318,3
122,55.607458,37.651555,0
122,55.616622,37.645671,1
122,55.616668,37.661059,2
122,55.601475,37.657773,3
123,55.833183,37.926494,0
123,55.844096,37.926087,1
123,55.843712,37.935294,2
123,55.835168,37.937013,3
124,55.50476,37.651271,0
124,55.515369,37.654248,1
124,55.519315,37.662541,2
124,55.508865,37.660182,3
125,55.960242,37.795569,0
125,55.968908,37.795184,1
125,55.968497,37.806936,2
125,55.962459,37.803189,3
126,55.681593,37.650088,0
126,55.694216,37.652378,1
126,55.700304,37.667064,2
126,55.690516,37.663733,3
127,55.555259,37.821576,0
127,55.561338,37.826837,1
127,55.556191,37.837291,2
127,55.555764,37.835456,3
128,55.83032,37.887005,0
128,55.840552,37.883621,1
128,55.839941,37.894028,2
128,55.829011,37.893005,3
129,55.59916,37.755087,0
129,55.609337,37.749666,1
129,55.612347,37.759727,2
129,55.601549,37.760236,3
130,55.574956,37.910859,0
130,55.59044,37.912174,1
130,55.583931,37.919496,2
130,55.580677,37.916079,3
131,55.8354,37.767117,0
131,55.850314,37.764085,1
131,55.848089,37.773079,2
131,55.839034,37.770046,3
132,55.945027,37.710518,0
132,55.959171,37.709488,1
132,55.955458,37.719825,2
132,55.94557,37.72107,3
133,55.919645,37.857815,0
133,55.938572,37.858201,1
133,55.937864,37.864637,2
133,55.923086,37.865485,3
134,55.930123,37.772839,0
134,55.938663,37.775201,1
134,55.940425,37.784218,2
134,55.926976,37.785832,3
135,55.891815,37.909724,0
135,55.899442,37.905052,1
135,55.900783,37.913735,2
135,55.8901,37.918032,3
136,55.898932,37.605576,0
136,55.902658,37.602702,1
136,55.910832,37.607895,2
136,55.892804,37.613406,3
137,55.908766,37.645169,0
137,55.923313,37.648451,1
137,55.923937,37.662405,2
137,55.91309,37.657405,3
138,55.621894,37.875742,0
138,55.637353,37.876393,1
138,55.638408,37.884804,2
138,55.63022,37.886877,3
139,55.836141,37.927754,0
139,55.84136,37.932124,1
139,55.842206,37.936987,2
139,55.837857,37.94044,3
140,55.941841,37.93386,0
140,55.956615,37.938701,1
140,55.94981,37.945256,2
140,55.941228,37.94387,3
141,55.903241,37.83109,0
141,55.9146,37.828381,1
141,55.905482,37.837539,2
141,55.895982,37.84085,3
142,55.539193,37.513859,0
142,55.544252,37.515978,1
142,55.546823,37.524751,2
142,55.54039,37.52177,3
143,55.520836,37.977218,0
143,55.528924,37.983727,1
143,55.526706,37.98768,2
143,55.523969,37.988413,3
144,55.897786,37.790157,0
144,55.904277,37.796427,1
144,55.910509,37.806835,2
144,55.893192,37.804708,3
145,55.922611,37.713952,0
145,55.933322,37.717078,1
145,55.938261,37.724702,2
145,55.925043,37.724985,3
146,55.953113,37.951709,0
146,55.965018,37.95296,1
146,55.968084,37.962273,2
146,55.952881,37.95945,3
147,55.650835,37.920274,0
147,55.66105,37.922733,1
147,55.659742,37.935635,2
147,55.651019,37.937114,3
148,55.852797,37.731614,0
148,55.863715,37.732989,1
148,55.858076,37.735955,2
148,55.848178,37.742941,3
149,55.523183,37.794214,0
149,55.53995,37.794896,1
149,55.534241,37.802732,2
149,55.525612,37.80529,3
150,55.506001,37.710212,0
150,55.521098,37.709471,1
150,55.516064,37.723824,2
150,55.505601,37.721687,3
151,55.57093,37.943413,0
151,55.581566,37.938501,1
151,55.578063,37.954936,2
151,55.573329,37.950482,3
152,55.708776,37.620374,0
152,55.714176,37.622753,1
152,55.71336,37.631528,2
152,55.709063,37.631275,3
153,55.629846,37.684279,0
153,55.634668,37.686811,1
153,55.633984,37.695037,2
153,55.624715,37.69919,3
154,55.844213,37.614367,0
154,55.8491,37.610732,1
154,55.848362,37.616904,2
154,55.842454,37.623369,3
155,55.840493,37.606869,0
155,55.852009,37.610401,1
155,55.844077,37.623197,2
155,55.841164,37.620555,3
156,55.714543,37.582051,0
156,55.716677,37.581653,1
156,55.720333,37.595946,2
156,55.710047,37.597967,3
157,55.727648,37.508785,0
157,55.729023,37.507336,1
157,55.734198,37.514604,2
157,55.72422,37.511433,3
158,55.528196,37.75561,0
158,55.543459,37.757342,1
158,55.541451,37.763943,2
158,55.533539,37.771073,3
159,55.968932,37.536989,0
159,55.975342,37.539603,1
159,55.974217,37.54587,2
159,55.965359,37.55335,3
160,55.626149,37.730536,0
160,55.631861,37.730714,1
160,55.637764,37.739968,2
160,55.629392,37.745307,3
161,55.9449,37.622465,0
161,55.954353,37.625531,1
161,55.960124,37.636744,2
161,55.951939,37.62896,3
162,55.57967,37.949164,0
162,55.590956,37.957589,1
162,55.591662,37.961866,2
162,55.572305,37.960652,3
163,55.895046,37.838891,0
163,55.907814,37.837113,1
163,55.904905,37.847647,2
163,55.899028,37.84627,3
164,55.924261,37.812199,0
164,55.934882,37.812038,1
164,55.930276,37.825268,2
164,55.92368,37.825421,3
165,55.572253,37.707447,0
165,55.575721,37.713944,1
165,55.584644,37.722383,2
165,55.570004,37.722535,3
166,55.934418,37.649846,0
166,55.945649,37.649755,1
166,55.948139,37.665577,2
166,55.93982,37.667912,3
167,55.591876,37.591657,0
167,55.599595,37.58758,1
167,55.603475,37.594194,2
167,55.587162,37.595582,3
168,55.684486,37.907235,0
168,55.694495,37.907014,1
168,55.689595,37.919248,2
168,55.680956,37.918902,3
169,55.919547,37.772262,0
169,55.926865,37.768019,1
169,55.92508,37.780729,2
169,55.914375,37.779454,3
170,55.84991,37.881386,0
170,55.860747,37.88404,1
170,55.860836,37.898421,2
170,55.846308,37.893531,3
171,55.861429,37.830299,0
171,55.867175,37.828738,1
171,55.874248,37.843961,2
171,55.857218,37.842844,3
172,55.969502,37.656762,0
172,55.979642,37.660722,1
172,55.976628,37.67297,2
172,55.970512,37.671591,3
173,55.5943,37.595226,0
173,55.600577,37.594719,1
173,55.60505,37.604874,2
173,55.594891,37.604013,3
174,55.567145,37.515934,0
174,55.577673,37.515708,1
174,55.579315,37.529001,2
174,55.571862,37.5218,3
175,55.950793,37.95811,0
175,55.962018,37.951995,1
175,55.961278,37.964408,2
175,55.95054,37.969724,3
176,55.600822,37.944173,0
176,55.605749,37.945038,1
176,55.608213,37.961402,2
176,55.592174,37.953784,3
177,55.916721,37.576388,0
177,55.922391,37.572101,1
177,55.920219,37.583601,2
177,55.907731,37.582401,3
178,55.562421,37.907529,0
178,55.575474,37.907705,1
178,55.566907,37.909573,2
178,55.561832,37.917178,3
179,55.731328,37.57658,0
179,55.745894,37.580264,1
179,55.742169,37.582545,2
179,55.733002,37.590796,3
180,55.564422,37.65363,0
180,55.580594,37.651355,1
180,55.575452,37.658221,2
180,55.565545,37.658968,3
181,55.759337,37.786225,0
181,55.768133,37.785945,1
181,55.772026,37.794,2
181,55.75509,37.791924,3
182,55.739057,37.878717,0
182,55.74618,37.874341,1
182,55.743275,37.885316,2
182,55.732395,37.888857,3
183,55.808634,37.797265,0
183,55.822561,37.799228,1
183,55.822596,37.812795,2
183,55.804527,37.813463,3
184,55.704254,37.68635,0
184,55.711456,37.683095,1
184,55.714856,37.698492,2
184,55.701235,37.697854,3
185,55.684068,37.683778,0
185,55.690775,37.684884,1
185,55.695422,37.697544,2
185,55.684417,37.694742,3
186,55.649351,37.634566,0
186,55.656662,37.637553,1
186,55.655622,37.653148,2
186,55.649412,37.649134,3
187,55.681135,37.726898,0
187,55.691071,37.722452,1
187,55.693044,37.74047,2
187,55.677404,37.736232,3
188,55.536601,37.656294,0
188,55.545703,37.651328,1
188,55.550431,37.661871,2
188,55.531961,37.668603,3
189,55.664776,37.546445,0
189,55.674809,37.546503,1
189,55.674433,37.55869,2
189,55.67291,37.56357,3
190,55.799878,37.856992,0
190,55.809763,37.86306,1
190,55.808722,37.863767,2
190,55.800553,37.86441,3
191,55.734938,37.692513,0
191,55.748884,37.693279,1
191,55.749435,37.702004,2
191,55.737778,37.699775,3
192,55.549404,37.619715,0
192,55.556617,37.622177,1
192,55.562934,37.633254,2
192,55.550314,37.630834,3
193,55.538768,37.907654,0
193,55.547696,37.915261,1
193,55.542063,37.919348,2
193,55.535686,37.922856,3
194,55.874201,37.54896,0
194,55.884038,37.548453,1
194,55.887333,37.558192,2
194,55.870122,37.556767,3
195,55.739804,37.573783,0
195,55.751739,37.575223,1
195,55.742695,37.580531,2
195,55.733949,37.580684,3
196,55.567944,37.724461,0
196,55.573684,37.718879,1
196,55.572624,37.728611,2
196,55.568745,37.735406,3
197,55.8903,37.785771,0
197,55.898758,37.779811,1
197,55.90505,37.797149,2
197,55.892329,37.79735,3
198,55.666563,37.810346,0
198,55.672748,37.811719,1
198,55.671255,37.820567,2
198,55.660904,37.822061,3
199,55.636286,37.625032,0
199,55.647807,37.620802,1
199,55.648731,37.631418,2
199,55.632886,37.631697,3
200,55.93445,37.800615,0
200,55.945691,37.802142,1
200,55.943909,37.817304,2
200,55.933693,37.811888,3
201,55.823261,37.718444,0
201,55.82933,37.716972,1
201,55.829012,37.723218,2
201,55.821715,37.727687,3
202,55.718967,37.950322,0
202,55.727718,37.948323,1
202,55.724167,37.954851,2
202,55.721052,37.953095,3
203,55.82987,37.622351,0
203,55.840798,37.630776,1
203,55.836499,37.632669,2
203,55.835652,37.640278,3
204,55.756746,37.621404,0
204,55.762519,37.623522,1
204,55.762516,37.630334,2
204,55.757411,37.627405,3
205,55.631942,37.74892,0
205,55.634351,37.748379,1
205,55.634121,37.763881,2
205,55.627904,37.760642,3
206,55.856927,37.877562,0
206,55.869567,37.869002,1
206,55.871018,37.884513,2
206,55.85755,37.885061,3
207,55.638472,37.613251,0
207,55.643477,37.613239,1
207,55.645312,37.618641,2
207,55.6412,37.62576,3
208,55.870741,37.512802,0
208,55.879718,37.514445,1
208,55.882095,37.529087,2
208,55.868849,37.525595,3
209,55.679012,37.775503,0
209,55.696514,37.778923,1
209,55.694239,37.785639,2
209,55.687746,37.788499,3
210,55.771672,37.859002,0
210,55.78083,37.864211,1
210,55.788944,37.871729,2
210,55.774438,37.865345,3
211,55.713149,37.738656,0
211,55.725352,37.736215,1
211,55.720862,37.748733,2
211,55.710235,37.749498,3
212,55.586531,37.947475,0
212,55.599834,37.95209,1
212,55.591589,37.958476,2
212,55.588822,37.962158,3
213,55.846756,37.731825,0
213,55.859452,37.732748,1
213,55.857016,37.739098,2
213,55.848437,37.735227,3
214,55.834818,37.978067,0
214,55.847505,37.979477,1
214,55.846959,37.991515,2
214,55.837489,37.996178,3
215,55.549073,37.947697,0
215,55.552987,37.944161,1
215,55.553032,37.954134,2
215,55.544706,37.953694,3
216,55.561109,37.609065,0
216,55.565288,37.607746,1
216,55.568027,37.615801,2
216,55.561695,37.61256,3
217,55.767697,37.860295,0
217,55.781584,37.861754,1
217,55.777937,37.876801,2
217,55.765905,37.874188,3
218,55.71603,37.905019,0
218,55.725713,37.897033,1
218,55.727788,37.915229,2
218,55.71794,37.911313,3
219,55.638584,37.704965,0
219,55.650081,37.705523,1
219,55.653394,37.714863,2
219,55.63426,37.71901,3
220,55.542668,37.596374,0
220,55.551164,37.598278,1
220,55.548552,37.613839,2
220,55.543152,37.615111,3
221,55.850531,37.739977,0
221,55.860854,37.744409,1
221,55.859772,37.747682,2
221,55.846639,37.747492,3
222,55.878959,37.981686,0
222,55.886798,37.983073,1
222,55.892731,37.985412,2
222,55.875812,37.986003,3
223,55.774804,37.55501,0
223,55.79012,37.559937,1
223,55.785768,37.564674,2
223,55.77223,37.565197,3
224,55.783101,37.898741,0
224,55.794088,37.894407,1
224,55.799339,37.908319,2
224,55.787116,37.90411,3
225,55.895816,37.552766,0
225,55.903522,37.551267,1
225,55.897329,37.562108,2
225,55.889105,37.56222,3
226,55.679359,37.633745,0
226,55.685968,37.626441,1
226,55.690856,37.642327,2
226,55.677995,37.638559,3
227,55.914523,37.55018,0
227,55.927977,37.547322,1
227,55.923744,37.559367,2
227,55.917666,37.563725,3
228,55.545409,37.886366,0
228,55.553448,37.8871,1
228,55.557793,37.90149,2
228,55.5488,37.902454,3
229,55.828437,37.765084,0
229,55.833726,37.763212,1
229,55.835691,37.77279,2
229,55.829043,37.77461,3
230,55.866141,37.776329,0
230,55.882219,37.768542,1
230,55.878971,37.78369,2
230,55.866793,37.779223,3
231,55.671506,37.515412,0
231,55.678244,37.516777,1
231,55.673296,37.535293,2
231,55.662662,37.533827,3
232,55.908999,37.693198,0
232,55.913788,37.687358,1
232,55.919683,37.698491,2
232,55.910596,37.703524,3
233,55.605172,37.811279,0
233,55.617904,37.802367,1
233,55.615909,37.820095,2
233,55.603226,37.821602,3
234,55.635187,37.670728,0
234,55.64171,37.674697,1
234,55.650122,37.68209,2
234,55.634219,37.682839,3
235,55.516603,37.553176,0
235,55.525585,37.554325,1
235,55.529975,37.569214,2
235,55.517742,37.569443,3
236,55.654656,37.589718,0
236,55.66435,37.591023,1
236,55.664126,37.602039,2
236,55.65416,37.598981,3
237,55.738413,37.531696,0
237,55.750142,37.531103,1
237,55.746922,37.545363,2
237,55.739551,37.545546,3
238,55.555484,37.846504,0
238,55.559979,37.841549,1
238,55.565762,37.85492,2
238,55.553916,37.857403,3
239,55.592206,37.754825,0
239,55.603257,37.753321,1
239,55.600366,37.767353,2
239,55.593813,37.764382,3
240,55.757147,37.607819,0
240,55.766042,37.606337,1
240,55.770205,37.614972,2
240,55.751549,37.62118,3
241,55.668959,37.770219,0
241,55.67411,37.765526,1
241,55.680788,37.778974,2
241,55.670184,37.781954,3
242,55.648947,37.785635,0
242,55.657743,37.786531,1
242,55.658302,37.791505,2
242,55.654444,37.797634,3
243,55.656973,37.659871,0
243,55.667399,37.657486,1
243,55.663932,37.673593,2
243,55.651807,37.672253,3
244,55.922586,37.894418,0
244,55.927095,37.898249,1
244,55.933986,37.90608,2
244,55.917329,37.912862,3
245,55.871438,37.739896,0
245,55.877517,37.745038,1
245,55.875401,37.751367,2
245,55.862322,37.750274,3
246,55.612976,37.860041,0
246,55.619183,37.86399,1
246,55.621305,37.866664,2
246,55.612477,37.865893,3
247,55.950432,37.766639,0
247,55.963881,37.76619,1
247,55.961647,37.778825,2
247,55.95569,37.780612,3
248,55.856312,37.907895,0
248,55.859643,37.899961,1
248,55.861761,37.911131,2
248,55.848686,37.913822,3
249,55.558688,37.521475,0
